dgms_id,ms_name,procsm_id,biosample_id
nmdc:dgms-12-z2rdb710,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_104LM_SKWA-24-3-Corv-LM_2_Rg80to1200-CE102040-leaf-S1_Run122,nmdc:procsm-11-8a49sy17,nmdc:bsm-11-fzvzb345
nmdc:dgms-12-6x8ywy69,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_104RM_SKWA-24-3-Corv-RM_2_Rg80to1200-CE102040-root-S1_Run945,nmdc:procsm-11-tk588q86,nmdc:bsm-11-n6vwc542
nmdc:dgms-12-4d3pr875,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_104RZM_SKWA-24-3-Corv-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run468,nmdc:procsm-11-ef6xyd88,nmdc:bsm-11-4pc4k424
nmdc:dgms-12-hrj1v120,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_105LM_SKWA-24-3-Corv-LM_3_Rg80to1200-CE205060-leaf-S1_Run220,nmdc:procsm-11-1g2c9g75,nmdc:bsm-11-7z1qvf63
nmdc:dgms-12-167gnx44,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_105RM_SKWA-24-3-Corv-RM_3_Rg80to1200-CE205060-root-S1_Run951,nmdc:procsm-11-w9yk0m41,nmdc:bsm-11-q3sa0t28
nmdc:dgms-12-hpbrsm64,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_105RZM_SKWA-24-3-Corv-RZM_3_Rg80to1200-CE205060-rhizo-S1_Run593,nmdc:procsm-11-efnxzt84,nmdc:bsm-11-7yjtg159
nmdc:dgms-12-52tkp865,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_106LM_SKWD-24-1-Clat-LM_2_Rg80to1200-CE102040-leaf-S1_Run184,nmdc:procsm-11-9twyp141,nmdc:bsm-11-5j742c82
nmdc:dgms-12-7kfgbw77,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_106RM_SKWD-24-1-Clat-RM_2_Rg80to1200-CE102040-root-S1_Run948,nmdc:procsm-11-yy0nd326,nmdc:bsm-11-krcjqt76
nmdc:dgms-12-3xy7sw21,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_106RZM_SKWD-24-1-Clat-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run551,nmdc:procsm-11-b30v4978,nmdc:bsm-11-af8ap759
nmdc:dgms-12-gj7bzy56,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_107LM_SKWD-24-1-Corv-LM_1_Rg80to1200-CE102040-leaf-S1_Run92,nmdc:procsm-11-pjgvfb64,nmdc:bsm-11-8bewbp90
nmdc:dgms-12-t1t1mp74,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_107RM_SKWD-24-1-Corv-RM_1_Rg80to1200-CE102040-root-S1_Run776,nmdc:procsm-11-5hrp0r04,nmdc:bsm-11-43rwvm93
nmdc:dgms-12-vv9cxd52,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_107RZM_SKWD-24-1-Corv-RZM_1_Rg80to1200-CE102040-rhizo-S1_Run397,nmdc:procsm-11-24asyz54,nmdc:bsm-11-hx8qxc63
nmdc:dgms-12-e5x06n49,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_108LM_SKWD-24-1-Corv-LM_2_Rg80to1200-CE102040-leaf-S1_Run196,nmdc:procsm-11-eygsz173,nmdc:bsm-11-m4e83773
nmdc:dgms-12-yykrhv13,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_108RM_SKWD-24-1-Corv-RM_2_Rg80to1200-CE102040-root-S1_Run909,nmdc:procsm-11-b1zxqj98,nmdc:bsm-11-pvr0ez88
nmdc:dgms-12-pys4cj59,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_108RZM_SKWD-24-1-Corv-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run539,nmdc:procsm-11-a3qqqp02,nmdc:bsm-11-wm40z541
nmdc:dgms-12-akq1m916,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_109LM_SKWD-24-1-Corv-LM_3_Rg80to1200-CE205060-leaf-S1_Run285,nmdc:procsm-11-phj9cv48,nmdc:bsm-11-sdjt4464
nmdc:dgms-12-ygnr6q83,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_109RM_SKWD-24-1-Corv-RM_3_Rg80to1200-CE205060-root-S1_Run957,nmdc:procsm-11-yaa8h814,nmdc:bsm-11-qzncy838
nmdc:dgms-12-yvd9ht42,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_109RZM_SKWD-24-1-Corv-RZM_3_Rg80to1200-CE205060-rhizo-S1_Run631,nmdc:procsm-11-gs9njg96,nmdc:bsm-11-1a9d1633
nmdc:dgms-12-x5p9f606,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_10LM_BESC-133-Corv-LM_1_Rg80to1200-CE102040-leaf-S1_Run63,nmdc:procsm-11-8e98g167,nmdc:bsm-11-g4my3419
nmdc:dgms-12-ajpha606,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_10RM_BESC-133-Corv-RM_1_Rg80to1200-CE102040-root-S1_Run782,nmdc:procsm-11-fk0rht68,nmdc:bsm-11-sdjyhj66
nmdc:dgms-12-7v2aa771,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_10RZM_BESC-133-Corv-RZM_1_Rg80to1200-CE102040-rhizo-S1_Run380,nmdc:procsm-11-bqvnb630,nmdc:bsm-11-h49t7j41
nmdc:dgms-12-hgt17b61,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_11LM_BESC-133-Corv-LM_2_Rg80to1200-CE102040-leaf-S1_Run140,nmdc:procsm-11-cx8p2d68,nmdc:bsm-11-r3tm7493
nmdc:dgms-12-b0sr2732,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_11RM_BESC-133-Corv-RM_2_Rg80to1200-CE102040-root-S1_Run821,nmdc:procsm-11-t03mzm57,nmdc:bsm-11-dz264p50
nmdc:dgms-12-qgzby064,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_11RZM_BESC-133-Corv-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run566,nmdc:procsm-11-rnfnbw12,nmdc:bsm-11-ad739z23
nmdc:dgms-12-1cv3kr31,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_12LM_BESC-133-Corv-LM_3_Rg80to1200-CE205060-leaf-S1_Run243,nmdc:procsm-11-b27qyr36,nmdc:bsm-11-j6j1p639
nmdc:dgms-12-t2k2b931,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_12RZM_BESC-133-Corv-RZM_3_Rg80to1200-CE205060-rhizo-S1_Run640,nmdc:procsm-11-chd39380,nmdc:bsm-11-g9w69290
nmdc:dgms-12-8v7mqp53,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_13RM_BESC-198-Clat-RM_2_Rg80to1200-CE102040-root-S1_Run939,nmdc:procsm-11-rdjena61,nmdc:bsm-11-766dwa91
nmdc:dgms-12-bknd2404,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_13RZM_BESC-198-Clat-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run477,nmdc:procsm-11-n2jhyk28,nmdc:bsm-11-kgkcxn39
nmdc:dgms-12-jznm0f19,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_14LM_BESC-198-Clat-LM_3_Rg80to1200-CE205060-leaf-S1_Run240,nmdc:procsm-11-m8k2wn62,nmdc:bsm-11-c12hyq86
nmdc:dgms-12-sy206c77,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_15LM_BESC-234-Clat-LM_1_Rg80to1200-CE102040-leaf-S1_Run107,nmdc:procsm-11-h7235w05,nmdc:bsm-11-nr7vje40
nmdc:dgms-12-cym27n39,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_15RM_BESC-234-Clat-RM_1_Rg80to1200-CE102040-root-S1_Run741,nmdc:procsm-11-n0bbks47,nmdc:bsm-11-69g1rw32
nmdc:dgms-12-wj14yx67,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_15RZM_BESC-234-Clat-RZM_1_Rg80to1200-CE102040-rhizo-S1_Run368,nmdc:procsm-11-kyr5kd41,nmdc:bsm-11-b3d5yg81
nmdc:dgms-12-ry9rnt26,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_16LM_BESC-234-Clat-LM_2_Rg80to1200-CE102040-leaf-S1_Run187,nmdc:procsm-11-hjj7aq43,nmdc:bsm-11-c756vg97
nmdc:dgms-12-phymf744,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_16RM_BESC-234-Clat-RM_2_Rg80to1200-CE102040-root-S1_Run862,nmdc:procsm-11-wmgsh423,nmdc:bsm-11-vp7n5531
nmdc:dgms-12-tgvq0t45,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_16RZM_BESC-234-Clat-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run492,nmdc:procsm-11-14x7s586,nmdc:bsm-11-aztxt406
nmdc:dgms-12-fhpfm309,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_17LM_BESC-234-Corv-LM_1_Rg80to1200-CE102040-leaf-S1_Run72,nmdc:procsm-11-qnraw047,nmdc:bsm-11-s70cv630
nmdc:dgms-12-1gr8e509,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_17RM_BESC-234-Corv-RM_1_Rg80to1200-CE102040-root-S1_Run785,nmdc:procsm-11-zbfvz433,nmdc:bsm-11-62fxv990
nmdc:dgms-12-5972kx49,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_17RZM_BESC-234-Corv-RZM_1_Rg80to1200-CE102040-rhizo-S1_Run350,nmdc:procsm-11-k7habn11,nmdc:bsm-11-v0hqhp22
nmdc:dgms-12-cy8nqn15,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_18LM_BESC-234-Corv-LM_2_Rg80to1200-CE102040-leaf-S1_Run119,nmdc:procsm-11-65fav813,nmdc:bsm-11-fyey4107
nmdc:dgms-12-fnvvw802,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_18RM_BESC-234-Corv-RM_2_Rg80to1200-CE102040-root-S1_Run904,nmdc:procsm-11-erbb8g74,nmdc:bsm-11-dtyb1w45
nmdc:dgms-12-5s4vxp42,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_18RZM_BESC-234-Corv-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run489,nmdc:procsm-11-qf8zex56,nmdc:bsm-11-d1h1d248
nmdc:dgms-12-szj1z240,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_19LM_BESC-234-Corv-LM_3_Rg80to1200-CE205060-leaf-S1_Run276,nmdc:procsm-11-fgkvce14,nmdc:bsm-11-djqze645
nmdc:dgms-12-3zabxj37,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_19RM_BESC-234-Corv-RM_3_Rg80to1200-CE205060-root-S1_Run995,nmdc:procsm-11-0x9q7r54,nmdc:bsm-11-qvm0vt03
nmdc:dgms-12-zw613e97,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_19RZM_BESC-234-Corv-RZM_3_Rg80to1200-CE205060-rhizo-S1_Run670,nmdc:procsm-11-7x2zvn03,nmdc:bsm-11-da01b330
nmdc:dgms-12-b50tfz52,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_1LM_BESC-13-Clat-LM_1_Rg80to1200-CE102040-leaf-S1_Run45,nmdc:procsm-11-2fka8b94,nmdc:bsm-11-p9j7rw40
nmdc:dgms-12-vj4b7v42,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_1RM_BESC-13-Clat-RM_1_Rg80to1200-CE102040-root-S1_Run815,nmdc:procsm-11-cea3xm38,nmdc:bsm-11-g4rxzh95
nmdc:dgms-12-0s71b942,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_1RZM_BESC-13-Clat-RZM_1_Rg80to1200-CE102040-rhizo-S1_Run356,nmdc:procsm-11-hhezqf68,nmdc:bsm-11-vnkf4228
nmdc:dgms-12-m4scnx68,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_20LM_BESC-258-Clat-LM_1_Rg80to1200-CE102040-leaf-S1_Run42,nmdc:procsm-11-2wy7dv24,nmdc:bsm-11-qy2fef59
nmdc:dgms-12-cmexqp93,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_20RM_BESC-258-Clat-RM_1_Rg80to1200-CE102040-root-S1_Run791,nmdc:procsm-11-cmrh8688,nmdc:bsm-11-nx7zwq61
nmdc:dgms-12-qrdq3954,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_20RZM_BESC-258-Clat-RZM_1_Rg80to1200-CE102040-rhizo-S1_Run403,nmdc:procsm-11-7jdwcp02,nmdc:bsm-11-yxxvqg27
nmdc:dgms-12-aratr055,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_21LM_BESC-258-Clat-LM_2_Rg80to1200-CE102040-leaf-S1_Run211,nmdc:procsm-11-dxzj2j09,nmdc:bsm-11-wnrp0p76
nmdc:dgms-12-8p6hwg16,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_21RM_BESC-258-Clat-RM_2_Rg80to1200-CE102040-root-S1_Run868,nmdc:procsm-11-zggj4n19,nmdc:bsm-11-wh35sj59
nmdc:dgms-12-38rq2163,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_21RZM_BESC-258-Clat-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run525,nmdc:procsm-11-sfkxwc81,nmdc:bsm-11-8ah8pz02
nmdc:dgms-12-te1jzn18,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_22LM_BESC-285-Clat-LM_1_Rg80to1200-CE102040-leaf-S1_Run48,nmdc:procsm-11-n9kgzs04,nmdc:bsm-11-zf5qxz83
nmdc:dgms-12-s7rv7737,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_22RM_BESC-285-Clat-RM_1_Rg80to1200-CE102040-root-S1_Run773,nmdc:procsm-11-qe49sb92,nmdc:bsm-11-42c9kj17
nmdc:dgms-12-z3fjtw06,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_22RZM_BESC-285-Clat-RZM_1_Rg80to1200-CE102040-rhizo-S1_Run448,nmdc:procsm-11-e7xqd722,nmdc:bsm-11-18btad96
nmdc:dgms-12-rm6z1e90,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_23LM_BESC-285-Clat-LM_2_Rg80to1200-CE102040-leaf-S1_Run193,nmdc:procsm-11-xxbzpe55,nmdc:bsm-11-th3sr643
nmdc:dgms-12-wpn1bv93,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_23RM_BESC-285-Clat-RM_2_Rg80to1200-CE102040-root-S1_Run901,nmdc:procsm-11-rdambc96,nmdc:bsm-11-m4p1ck60
nmdc:dgms-12-m5v3nr79,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_23RZM_BESC-285-Clat-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run465,nmdc:procsm-11-gvxth280,nmdc:bsm-11-2a37n046
nmdc:dgms-12-0j0ww795,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_24LM_BESC-307-Clat-LM_1_Rg80to1200-CE102040-leaf-S1_Run81,nmdc:procsm-11-1rfs4g74,nmdc:bsm-11-z75j2v52
nmdc:dgms-12-z53gjm50,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_24RM_BESC-307-Clat-RM_1_Rg80to1200-CE102040-root-S1_Run738,nmdc:procsm-11-f852yb84,nmdc:bsm-11-1yvac190
nmdc:dgms-12-bs4et404,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_24RZM_BESC-307-Clat-RZM_1_Rg80to1200-CE102040-rhizo-S1_Run383,nmdc:procsm-11-x7ttp173,nmdc:bsm-11-5snc2s56
nmdc:dgms-12-18hvm210,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_25RM_BESC-307-Clat-RM_2_Rg80to1200-CE102040-root-S1_Run865,nmdc:procsm-11-evs47h63,nmdc:bsm-11-acfvxq24
nmdc:dgms-12-z3cv8b68,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_25RZM_BESC-307-Clat-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run554,nmdc:procsm-11-0tszth07,nmdc:bsm-11-vc1cgz17
nmdc:dgms-12-dgn3ww92,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_26LM_BESC-307-Corv-LM_1_Rg80to1200-CE102040-leaf-S1_Run84,nmdc:procsm-11-gbd5n976,nmdc:bsm-11-6z11g163
nmdc:dgms-12-ms83ga88,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_26RM_BESC-307-Corv-RM_1_Rg80to1200-CE102040-root-S1_Run747,nmdc:procsm-11-pwattr82,nmdc:bsm-11-gwx12029
nmdc:dgms-12-1hpd0x54,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_26RZM_BESC-307-Corv-RZM_1_Rg80to1200-CE102040-rhizo-S1_Run400,nmdc:procsm-11-ywfmwp22,nmdc:bsm-11-6ntzv433
nmdc:dgms-12-1yg5bj60,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_27LM_BESC-307-Corv-LM_2_Rg80to1200-CE102040-leaf-S1_Run158,nmdc:procsm-11-2603sk66,nmdc:bsm-11-j1hqcz15
nmdc:dgms-12-3kds4x29,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_27RM_BESC-307-Corv-RM_2_Rg80to1200-CE102040-root-S1_Run877,nmdc:procsm-11-8fjtyd22,nmdc:bsm-11-jy6ece20
nmdc:dgms-12-kdyyzt86,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_27RZM_BESC-307-Corv-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run545,nmdc:procsm-11-b634z183,nmdc:bsm-11-arjq1c41
nmdc:dgms-12-785pw610,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_28LM_BESC-307-Corv-LM_3_Rg80to1200-CE205060-leaf-S1_Run273,nmdc:procsm-11-wbgzs591,nmdc:bsm-11-pgxc4f08
nmdc:dgms-12-et7b0k96,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_28RM_BESC-307-Corv-RM_3_Rg80to1200-CE205060-root-S1_Run1025,nmdc:procsm-11-q305be20,nmdc:bsm-11-t7xb8h63
nmdc:dgms-12-cpjbxj06,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_28RZM_BESC-307-Corv-RZM_3_Rg80to1200-CE205060-rhizo-S1_Run605,nmdc:procsm-11-d3q41d96,nmdc:bsm-11-rtchk112
nmdc:dgms-12-89dkss80,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_29LM_BESC-331-Clat-LM_2_Rg80to1200-CE102040-leaf-S1_Run128,nmdc:procsm-11-ykm5gm65,nmdc:bsm-11-trpbtt49
nmdc:dgms-12-1jj53z46,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_29RM_BESC-331-Clat-RM_2_Rg80to1200-CE102040-root-S1_Run918,nmdc:procsm-11-a6avr411,nmdc:bsm-11-8g7xbe66
nmdc:dgms-12-nn1d5m67,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_29RZM_BESC-331-Clat-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run548,nmdc:procsm-11-xn21qt76,nmdc:bsm-11-2g6d7w97
nmdc:dgms-12-5c8h4795,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_2LM_BESC-13-Clat-LM_2_Rg80to1200-CE102040-leaf-S1_Run199,nmdc:procsm-11-rhm0bk97,nmdc:bsm-11-nwh9ez71
nmdc:dgms-12-0fz7g093,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_2RM_BESC-13-Clat-RM_2_Rg80to1200-CE102040-root-S1_Run853,nmdc:procsm-11-tgmztq55,nmdc:bsm-11-b7pv2a25
nmdc:dgms-12-vy40vg12,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_2RZM_BESC-13-Clat-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run498,nmdc:procsm-11-vjd0fg23,nmdc:bsm-11-k7jqh647
nmdc:dgms-12-s3axvt59,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_30LM_BESC-331-Corv-LM_1_Rg80to1200-CE102040-leaf-S1_Run69,nmdc:procsm-11-k318kq30,nmdc:bsm-11-jjchgw36
nmdc:dgms-12-vgbdfc88,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_30RM_BESC-331-Corv-RM_1_Rg80to1200-CE102040-root-S1_Run726,nmdc:procsm-11-jam5h604,nmdc:bsm-11-9f2ahd94
nmdc:dgms-12-eb683j28,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_30RZM_BESC-331-Corv-RZM_1_Rg80to1200-CE102040-rhizo-S1_Run377,nmdc:procsm-11-7c09xy54,nmdc:bsm-11-ga8cav80
nmdc:dgms-12-4s60v314,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_31LM_BESC-331-Corv-LM_2_Rg80to1200-CE102040-leaf-S1_Run181,nmdc:procsm-11-6fcyae82,nmdc:bsm-11-bm9haf23
nmdc:dgms-12-wne3q278,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_31RM_BESC-331-Corv-RM_2_Rg80to1200-CE102040-root-S1_Run892,nmdc:procsm-11-bhbzxf70,nmdc:bsm-11-j2pfz414
nmdc:dgms-12-9086km56,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_31RZM_BESC-331-Corv-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run501,nmdc:procsm-11-r323yb98,nmdc:bsm-11-wpsg6186
nmdc:dgms-12-5nnt2n06,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_32LM_BESC-331-Corv-LM_3_Rg80to1200-CE205060-leaf-S1_Run297,nmdc:procsm-11-kxtefz09,nmdc:bsm-11-yd4dqe75
nmdc:dgms-12-32ecjs96,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_32RM_BESC-331-Corv-RM_3_Rg80to1200-CE205060-root-S1_Run1013,nmdc:procsm-11-ysh3jr12,nmdc:bsm-11-kdja3v28
nmdc:dgms-12-m00hpt27,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_32RZM_BESC-331-Corv-RZM_3_Rg80to1200-CE205060-rhizo-S1_Run613,nmdc:procsm-11-ffzpjx93,nmdc:bsm-11-azfn2405
nmdc:dgms-12-rfsdxn55,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_33LM_BESC-351-Clat-LM_1_Rg80to1200-CE102040-leaf-S1_Run98,nmdc:procsm-11-n7hbev40,nmdc:bsm-11-shjn2p67
nmdc:dgms-12-025hwh77,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_33RM_BESC-351-Clat-RM_1_Rg80to1200-CE102040-root-S1_Run767,nmdc:procsm-11-4ez3bp33,nmdc:bsm-11-spav5m37
nmdc:dgms-12-rfcgsp24,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_33RZM_BESC-351-Clat-RZM_1_Rg80to1200-CE102040-rhizo-S1_Run406,nmdc:procsm-11-jbcyhy88,nmdc:bsm-11-ce1sg012
nmdc:dgms-12-yp21mx52,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_34LM_BESC-351-Clat-LM_2_Rg80to1200-CE102040-leaf-S1_Run190,nmdc:procsm-11-fq9fq278,nmdc:bsm-11-94c2xj88
nmdc:dgms-12-k231tt27,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_34RM_BESC-351-Clat-RM_2_Rg80to1200-CE102040-root-S1_Run874,nmdc:procsm-11-gcepb382,nmdc:bsm-11-bqp0m764
nmdc:dgms-12-ktkxmx79,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_34RZM_BESC-351-Clat-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run578,nmdc:procsm-11-my8a9633,nmdc:bsm-11-s110fy15
nmdc:dgms-12-f1w6ey52,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_35LM_BESC-351-Clat-LM_3_Rg80to1200-CE205060-leaf-S1_Run246,nmdc:procsm-11-tgz38h44,nmdc:bsm-11-678ndj04
nmdc:dgms-12-99wb0496,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_35RM_BESC-351-Clat-RM_3_Rg80to1200-CE205060-root-S1_Run983,nmdc:procsm-11-1s2x2595,nmdc:bsm-11-aesqd647
nmdc:dgms-12-42rjjn70,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_35RZM_BESC-351-Clat-RZM_3_Rg80to1200-CE205060-rhizo-S1_Run664,nmdc:procsm-11-xrm8sk77,nmdc:bsm-11-zxvekh84
nmdc:dgms-12-0s71wv05,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_36LM_BESC-351-Corv-LM_1_Rg80to1200-CE102040-leaf-S1_Run24,nmdc:procsm-11-de3gc513,nmdc:bsm-11-cvqsze66
