,count,mean,std,min,25%,50%,75%,max
Microvirga sp. 17 mud 1-3,105.0,0.025447619047619042,0.011449706875976674,0.006,0.017,0.025,0.03,0.058
Microvirgula aerodenitrificans,105.0,0.012266666666666655,0.003856230389968011,0.005,0.009,0.012,0.0139999999999999,0.027
Miniimonas sp. S16,105.0,0.022695238095238088,0.012143472296419973,0.004,0.011,0.022,0.032,0.059
Mitsuaria sp. 7,105.0,0.06839999999999999,0.03970869891133135,0.02,0.049,0.0569999999999999,0.075,0.2769999999999999
Mixta calida,105.0,5.714285714285714e-05,0.00033479532865306227,0.0,0.0,0.0,0.0,0.003
Mixta gaviniae,105.0,0.0034476190476190453,0.001091760684372437,0.002,0.003,0.003,0.004,0.0069999999999999
Mobiluncus curtisii,105.0,0.023438095238095227,0.014164503174596357,0.004,0.01,0.024,0.034,0.053
Modestobacter marinus,105.0,0.10402857142857143,0.055603586136226756,0.018,0.06,0.098,0.1399999999999999,0.252
Mollivirus sibericum,105.0,0.0001523809523809524,0.0004957696499257953,0.0,0.0,0.0,0.0,0.003
Moorea producens,105.0,0.0018952380952380952,0.0010183301709152774,0.0,0.001,0.002,0.003,0.005
Moorella thermoacetica,105.0,0.001819047619047619,0.0010632040869009733,0.0,0.001,0.002,0.003,0.004
Moraxella bovoculi,105.0,0.00014285714285714284,0.0003516054232038716,0.0,0.0,0.0,0.0,0.001
Moraxella osloensis,105.0,0.0009047619047619051,0.0004907570588819795,0.0,0.001,0.001,0.001,0.002
Moraxellaceae bacterium HYN0046,105.0,0.0008476190476190479,0.00038682515382753956,0.0,0.001,0.001,0.001,0.002
Mordavella sp. Marseille-P3756,105.0,0.0007904761904761906,0.0006459226867173169,0.0,0.0,0.001,0.001,0.002
Morganella morganii,105.0,0.0020095238095238096,0.0007905114957471683,0.001,0.002,0.002,0.002,0.006
Moritella yayanosii,105.0,4.761904761904762e-05,0.00021398024625545633,0.0,0.0,0.0,0.0,0.001
Mucilaginibacter gotjawali,105.0,0.016066666666666656,0.012108695752248176,0.001,0.008,0.013,0.02,0.066
Mucilaginibacter mallensis,105.0,0.026704761904761905,0.021817831367204343,0.002,0.012,0.02,0.033,0.111
Mucilaginibacter paludis,105.0,0.012838095238095232,0.009683574325713191,0.001,0.006,0.01,0.016,0.055
Mucilaginibacter sp. BJC16-A31,105.0,0.021514285714285705,0.022346103724102603,0.001,0.008,0.0139999999999999,0.026,0.128
Mucilaginibacter sp. HYN0043,105.0,0.055866666666666655,0.06598441929534267,0.003,0.017,0.032,0.064,0.367
Mucilaginibacter sp. PAMC 26640,105.0,0.010714285714285704,0.008432668030338328,0.001,0.005,0.008,0.013,0.045
Mucinivorans hirudinis,105.0,0.00014285714285714284,0.0003516054232038716,0.0,0.0,0.0,0.0,0.001
Murdochiella vaginalis,105.0,0.0006190476190476191,0.0005612649240940632,0.0,0.0,0.001,0.001,0.002
Muribaculum intestinale,105.0,0.0006476190476190477,0.0004996335653593536,0.0,0.0,0.001,0.001,0.002
Muricauda lutaonensis,105.0,0.0007142857142857144,0.0004944749685327804,0.0,0.0,0.001,0.001,0.002
Muricauda ruestringensis,105.0,0.0006666666666666668,0.0004935481167928244,0.0,0.0,0.001,0.001,0.002
Mycetocola sp. 449,105.0,0.00926666666666666,0.0042883264322744336,0.002,0.005,0.009,0.012,0.023
Mycobacterium avium,105.0,0.05348571428571428,0.02639934231615012,0.013,0.032,0.049,0.0689999999999999,0.1369999999999999
Mycobacterium canettii,105.0,0.011876190476190464,0.005460866439592007,0.003,0.0069999999999999,0.012,0.016,0.026
Mycobacterium chimaera,105.0,0.016076190476190463,0.007663217889692844,0.003,0.01,0.015,0.022,0.0349999999999999
Mycobacterium colombiense,105.0,0.03328571428571427,0.01844884522429223,0.0069999999999999,0.019,0.03,0.046,0.105
Mycobacterium dioxanotrophicus,105.0,0.04649523809523808,0.01692410877640114,0.015,0.036,0.046,0.0559999999999999,0.12
Mycobacterium haemophilum,105.0,0.014504761904761888,0.0071657891957923854,0.003,0.009,0.0139999999999999,0.019,0.038
Mycobacterium intracellulare,105.0,0.20255238095238096,0.08687889238124497,0.055,0.131,0.201,0.25,0.479
Mycobacterium kansasii,105.0,0.03283809523809523,0.015140447489527848,0.008,0.02,0.032,0.042,0.072
Mycobacterium leprae,105.0,0.00278095238095238,0.0012858770755713187,0.001,0.002,0.003,0.004,0.0069999999999999
Mycobacterium liflandii,105.0,0.00042857142857142855,0.0004972451580988468,0.0,0.0,0.0,0.001,0.001
Mycobacterium marinum,105.0,0.007104761904761892,0.003034810251082141,0.002,0.005,0.0069999999999999,0.009,0.016
Mycobacterium marseillense,105.0,0.024057142857142846,0.01619462670350675,0.005,0.013,0.02,0.033,0.107
Mycobacterium paragordonae,105.0,0.03497142857142856,0.016001476580217607,0.009,0.022,0.034,0.044,0.089
Mycobacterium paraintracellulare,105.0,0.004771428571428561,0.002090533345902336,0.001,0.003,0.004,0.006,0.012
Mycobacterium pseudoshottsii,105.0,0.0003428571428571429,0.0004769408008050138,0.0,0.0,0.0,0.001,0.001
Mycobacterium shigaense,105.0,0.03137142857142857,0.01630671000566305,0.0069999999999999,0.018,0.029,0.043,0.082
Mycobacterium sp. EPa45,105.0,0.04577142857142856,0.024174548417887572,0.012,0.0349999999999999,0.042,0.051,0.176
Mycobacterium sp. JLS,105.0,0.0064666666666666536,0.0024886923762469557,0.002,0.005,0.006,0.008,0.017
Mycobacterium sp. JS623,105.0,0.10724761904761904,0.06635985535646083,0.034,0.06,0.094,0.136,0.496
Mycobacterium sp. MOTT36Y,105.0,0.0016000000000000003,0.0006592536572635639,0.0,0.001,0.002,0.002,0.004
Mycobacterium sp. MS1601,105.0,0.028657142857142853,0.010805828707967471,0.008,0.022,0.0279999999999999,0.0349999999999999,0.0689999999999999
Mycobacterium sp. PYR15,105.0,0.007971428571428556,0.0037607720741101337,0.002,0.006,0.0069999999999999,0.009,0.024
Mycobacterium sp. QIA-37,105.0,0.0015809523809523812,0.0005847575497087594,0.0,0.001,0.002,0.002,0.003
Mycobacterium sp. VKM Ac-1817D,105.0,0.005199999999999987,0.0027644724075865947,0.001,0.004,0.005,0.006,0.024
Mycobacterium sp. WY10,105.0,0.008171428571428553,0.003859197661873077,0.002,0.006,0.008,0.009,0.026
Mycobacterium sp. YC-RL4,105.0,0.03531428571428571,0.012573104908214481,0.008,0.027,0.0349999999999999,0.042,0.089
Mycobacterium sp. djl-10,105.0,0.03219999999999999,0.012210808579035465,0.009,0.023,0.032,0.04,0.077
Mycobacterium tuberculosis,105.0,0.005752380952380944,0.002824279868666835,0.001,0.004,0.005,0.008,0.015
Mycobacterium ulcerans,105.0,0.001323809523809524,0.0006122976603813088,0.0,0.001,0.001,0.002,0.003
Mycobacterium virus D29,105.0,0.00028571428571428574,0.0005999084179190269,0.0,0.0,0.0,0.0,0.003
Mycobacteroides abscessus,105.0,0.022419047619047613,0.009794799397542311,0.005,0.0139999999999999,0.022,0.03,0.049
Mycobacteroides chelonae,105.0,0.014666666666666656,0.0064728228693079455,0.003,0.009,0.0139999999999999,0.02,0.032
Mycobacteroides immunogenum,105.0,0.009399999999999992,0.003972501633828391,0.002,0.006,0.009,0.012,0.019
Mycobacteroides saopaulense,105.0,0.009857142857142844,0.0042345387802355345,0.002,0.006,0.01,0.013,0.021
Mycolicibacter sinensis,105.0,0.11152380952380951,0.04735404605369721,0.029,0.074,0.1119999999999999,0.1399999999999999,0.253
Mycolicibacter terrae,105.0,0.021523809523809515,0.009655703015969411,0.005,0.013,0.021,0.0279999999999999,0.048
Mycolicibacterium aurum,105.0,0.03377142857142856,0.012388935155440695,0.01,0.025,0.033,0.041,0.08
Mycolicibacterium chubuense,105.0,0.04601904761904761,0.017495593375069833,0.013,0.036,0.044,0.054,0.1389999999999999
Mycolicibacterium fortuitum,105.0,0.004971428571428563,0.0026546662214396582,0.001,0.004,0.005,0.006,0.024
Mycolicibacterium gilvum,105.0,0.03865714285714285,0.014534328443265045,0.012,0.029,0.038,0.047,0.108
Mycolicibacterium goodii,105.0,0.03438095238095237,0.01264407808512391,0.011,0.026,0.034,0.041,0.089
Mycolicibacterium hassiacum,105.0,0.03610476190476189,0.014213295380303805,0.01,0.025,0.036,0.045,0.091
Mycolicibacterium litorale,105.0,0.037876190476190466,0.01570870363726332,0.01,0.0279999999999999,0.037,0.046,0.089
Mycolicibacterium phlei,105.0,0.042142857142857135,0.015760484038977264,0.013,0.032,0.042,0.051,0.12
Mycolicibacterium rhodesiae,105.0,0.05044761904761905,0.021233129480738057,0.018,0.038,0.046,0.06,0.187
Mycolicibacterium rutilum,105.0,0.049190476190476194,0.018576813110649126,0.017,0.039,0.047,0.059,0.16
Mycolicibacterium smegmatis,105.0,0.045761904761904754,0.01667882340523905,0.0139999999999999,0.0349999999999999,0.046,0.055,0.118
Mycolicibacterium thermoresistibile,105.0,0.030228571428571424,0.012206758171396088,0.008,0.021,0.03,0.038,0.074
Mycolicibacterium vaccae,105.0,0.0395047619047619,0.01474796192537738,0.012,0.03,0.038,0.048,0.1129999999999999
Mycolicibacterium vanbaalenii,105.0,0.0994190476190476,0.03704980560324299,0.031,0.078,0.095,0.121,0.291
Mycoplasma haemofelis,105.0,0.00036190476190476196,0.00048285627587324866,0.0,0.0,0.0,0.001,0.001
Mycoplasma pneumoniae,105.0,0.00013333333333333334,0.0003415650255319863,0.0,0.0,0.0,0.0,0.001
Myroides odoratus,105.0,0.0037999999999999974,0.0025847184045402712,0.0,0.002,0.003,0.005,0.015
Myxococcus fulvus,105.0,0.03544761904761904,0.03552761140523202,0.006,0.02,0.0279999999999999,0.037,0.297
Myxococcus hansupus,105.0,0.021542857142857138,0.020879244649719905,0.004,0.012,0.017,0.023,0.173
Myxococcus macrosporus,105.0,0.025152380952380943,0.02667568071093858,0.005,0.0139999999999999,0.02,0.026,0.2239999999999999
Myxococcus stipitatus,105.0,0.028980952380952375,0.027527601865561472,0.006,0.017,0.024,0.032,0.2259999999999999
Myxococcus xanthus,105.0,0.13679047619047618,0.11227419177706935,0.022,0.0699999999999999,0.1149999999999999,0.161,0.8210000000000001
Nakamurella multipartita,105.0,0.10936190476190474,0.07997489074817889,0.009,0.033,0.099,0.169,0.33
Nakamurella panacisegetis,105.0,0.04555238095238094,0.03230949519651274,0.006,0.016,0.04,0.072,0.129
Nakamurella sp. s14-144,105.0,0.006047619047619037,0.00367523142228159,0.001,0.003,0.006,0.009,0.015
Natrialba magadii,105.0,0.001838095238095238,0.0008673989580239031,0.0,0.001,0.002,0.002,0.005
Natrinema pellirubrum,105.0,0.00260952380952381,0.0012595423321377036,0.001,0.002,0.003,0.003,0.006
Natrinema sp. J7-2,105.0,0.0018666666666666666,0.0008442869848697855,0.0,0.001,0.002,0.002,0.004
Natronobacterium gregoryi,105.0,0.0012761904761904763,0.0007402603244706201,0.0,0.001,0.001,0.002,0.003
Natronococcus occultus,105.0,0.0028380952380952377,0.0014082436519119036,0.001,0.002,0.003,0.004,0.0069999999999999
Natronolimnobius aegyptiacus,105.0,0.0022190476190476196,0.0011092352908210824,0.0,0.001,0.002,0.003,0.005
Natronomonas moolapensis,105.0,0.001523809523809524,0.000867082177092519,0.0,0.001,0.002,0.002,0.003
Natronomonas pharaonis,105.0,0.0009904761904761905,0.0006577239030176206,0.0,0.001,0.001,0.001,0.002
Ndongobacter massiliensis,105.0,0.0005714285714285714,0.0004972451580988471,0.0,0.0,0.001,0.001,0.001
Negativicoccus massiliensis,105.0,0.0006952380952380953,0.000539298146522395,0.0,0.0,0.001,0.001,0.002
Neisseria cinerea,105.0,9.523809523809524e-05,0.00029495141463694837,0.0,0.0,0.0,0.0,0.001
Neisseria elongata,105.0,0.002333333333333333,0.0009371259937730513,0.001,0.002,0.002,0.003,0.005
Neisseria gonorrhoeae,105.0,0.0010285714285714288,0.0007397653325567152,0.0,0.001,0.001,0.001,0.004
Neisseria lactamica,105.0,0.0009523809523809527,0.0004678295297054995,0.0,0.001,0.001,0.001,0.002
Neisseria meningitidis,105.0,0.005476190476190462,0.0022706117360036734,0.002,0.004,0.005,0.0069999999999999,0.011
Neisseria mucosa,105.0,0.00045714285714285713,0.0005005491489848432,0.0,0.0,0.0,0.001,0.001
Neisseria polysaccharea,105.0,0.00022857142857142857,0.00042192650784464555,0.0,0.0,0.0,0.0,0.001
Neisseria sicca,105.0,0.0005904761904761904,0.0005493919382658447,0.0,0.0,0.001,0.001,0.003
Neisseria sp. 10022,105.0,0.0009619047619047622,0.0004142604514212301,0.0,0.001,0.001,0.001,0.002
Neisseria sp. 10023,105.0,0.0022380952380952387,0.0009253254055882754,0.001,0.002,0.002,0.003,0.005
Neisseria sp. KEM232,105.0,0.003028571428571428,0.0012204754973207913,0.001,0.002,0.003,0.004,0.0069999999999999
Neisseria subflava,105.0,0.0007333333333333334,0.00048569273815596243,0.0,0.0,0.001,0.001,0.002
Neisseria weaveri,105.0,0.0007714285714285716,0.00046527789167713154,0.0,0.001,0.001,0.001,0.002
Neisseria zoodegmatis,105.0,0.0012380952380952382,0.0005099737837117317,0.0,0.001,0.001,0.001,0.003
Neisseriaceae bacterium DSM 100970,105.0,0.00011428571428571428,0.00031968390982000034,0.0,0.0,0.0,0.0,0.001
Neoasaia chiangmaiensis,105.0,0.006761904761904752,0.003241924314365347,0.002,0.004,0.006,0.009,0.015
Neomicrococcus aestuarii,105.0,0.002952380952380953,0.0016015674556565877,0.001,0.001,0.003,0.004,0.008
Neorhizobium galegae,105.0,0.0535142857142857,0.021972935400394043,0.022,0.038,0.047,0.064,0.1369999999999999
Neorhizobium sp. NCHU2750,105.0,0.024990476190476188,0.01515972348419377,0.009,0.017,0.02,0.0279999999999999,0.103
Neorhizobium sp. SOG26,105.0,0.01567619047619046,0.004923443209816998,0.0069999999999999,0.012,0.015,0.018,0.037
Niabella ginsenosidivorans,105.0,0.004390476190476186,0.002399900791600307,0.001,0.003,0.004,0.005,0.018
Niabella soli,105.0,0.004999999999999986,0.0026201878969616945,0.001,0.003,0.005,0.006,0.02
Niastella koreensis,105.0,0.05105714285714285,0.03156368061658738,0.012,0.03,0.043,0.062,0.167
Nitratifractor salsuginis,105.0,0.001723809523809524,0.0008715066319448233,0.0,0.001,0.002,0.002,0.004
Nitratireductor basaltis,105.0,0.00845714285714285,0.003751995805897514,0.002,0.005,0.008,0.011,0.021
Nitratireductor sp. OM-1,105.0,0.01557142857142856,0.005940177967511945,0.005,0.012,0.015,0.018,0.031
Nitratiruptor sp. SB155-2,105.0,0.0002380952380952381,0.00042796049251091304,0.0,0.0,0.0,0.0,0.001
Nitrobacter hamburgensis,105.0,0.10346666666666665,0.05020919059806501,0.015,0.061,0.098,0.141,0.254
Nitrobacter winogradskyi,105.0,0.04848571428571428,0.022866297960482854,0.008,0.031,0.049,0.065,0.119
Nitrosococcus halophilus,105.0,0.0012190476190476192,0.0007068477202578353,0.0,0.001,0.001,0.002,0.003
Nitrosococcus oceani,105.0,0.0007523809523809525,0.0005331501516918888,0.0,0.0,0.001,0.001,0.002
Nitrosococcus watsonii,105.0,0.0008571428571428574,0.0005789342235218394,0.0,0.001,0.001,0.001,0.002
Nitrosomonas communis,105.0,0.0015809523809523812,0.0008295150620062533,0.0,0.001,0.002,0.002,0.004
Nitrosomonas europaea,105.0,0.0019142857142857145,0.0008891902724722872,0.001,0.001,0.002,0.002,0.005
Nitrosomonas eutropha,105.0,0.0009809523809523812,0.00043811116390864965,0.0,0.001,0.001,0.001,0.002
Nitrosomonas sp. AL212,105.0,0.00016190476190476192,0.0003701301622353103,0.0,0.0,0.0,0.0,0.001
Nitrosomonas sp. Is79A3,105.0,0.001323809523809524,0.000826196545986929,0.0,0.001,0.001,0.002,0.003
Nitrosomonas ureae,105.0,0.0009714285714285715,0.0006116991288009361,0.0,0.001,0.001,0.001,0.003
Nitrososphaera viennensis,105.0,0.0017333333333333317,0.001659857887027738,0.0,0.001,0.001,0.002,0.009
Nitrosospira briensis,105.0,0.004066666666666664,0.0023091234878306667,0.001,0.002,0.004,0.005,0.015
Nitrosospira lacus,105.0,0.004571428571428559,0.0027134180220963534,0.001,0.002,0.005,0.006,0.017
Nitrosospira multiformis,105.0,0.003638095238095236,0.001942063778976301,0.001,0.002,0.004,0.005,0.012
Nitrospira defluvii,105.0,0.007742857142857129,0.0051178957729575815,0.001,0.003,0.0069999999999999,0.011,0.02
Nitrospira japonica,105.0,0.010028571428571423,0.006300880803593959,0.001,0.004,0.011,0.013,0.026
Nitrospira moscoviensis,105.0,0.01664761904761904,0.01016402115342771,0.003,0.008,0.017,0.022,0.044
Nitrospirillum amazonense,105.0,0.03097142857142856,0.008870280048108298,0.01,0.025,0.031,0.036,0.052
Niveispirillum cyanobacteriorum,105.0,0.013085714285714273,0.004283497595231226,0.004,0.01,0.013,0.016,0.023
Nocardia brasiliensis,105.0,0.05131428571428571,0.026593924366042947,0.009,0.026,0.05,0.072,0.103
Nocardia cyriacigeorgica,105.0,0.03505714285714285,0.01773025910448259,0.0069999999999999,0.018,0.0349999999999999,0.049,0.071
Nocardia farcinica,105.0,0.03041904761904761,0.015599421187721728,0.006,0.016,0.031,0.043,0.065
Nocardia nova,105.0,0.025971428571428562,0.013545831847456275,0.005,0.0139999999999999,0.025,0.036,0.074
Nocardia seriolae,105.0,0.02412380952380951,0.013572947668981431,0.005,0.011,0.023,0.0349999999999999,0.051
Nocardia sp. CFHS0054,105.0,0.02290476190476189,0.012143789018325864,0.004,0.011,0.022,0.033,0.047
Nocardia sp. Y48,105.0,0.022457142857142846,0.011793111231879089,0.004,0.011,0.022,0.032,0.045
Nocardia terpenica,105.0,0.028914285714285705,0.017891292620946977,0.005,0.0139999999999999,0.0279999999999999,0.041,0.126
Nocardioides dokdonensis,105.0,0.07268571428571427,0.04933350287071155,0.011,0.033,0.067,0.094,0.2789999999999999
Nocardioides sp. 603,105.0,0.07706666666666667,0.05173234865570958,0.012,0.036,0.071,0.099,0.288
Nocardioides sp. 78,105.0,0.05073333333333333,0.033652427808939685,0.008,0.023,0.047,0.067,0.184
Nocardioides sp. CF8,105.0,0.07236190476190475,0.050164560699593,0.011,0.034,0.065,0.093,0.2789999999999999
Nocardioides sp. JS614,105.0,0.11116190476190475,0.07472309443867299,0.017,0.052,0.104,0.144,0.415
Nocardiopsis alba,105.0,0.021638095238095224,0.015549006776048814,0.003,0.0069999999999999,0.017,0.0349999999999999,0.058
Nocardiopsis dassonvillei,105.0,0.05657142857142856,0.04236491135699111,0.006,0.019,0.041,0.094,0.158
Nocardiopsis gilva,105.0,0.03824761904761904,0.029358454735712244,0.004,0.012,0.027,0.062,0.107
Nodularia spumigena,105.0,0.0006476190476190477,0.0004996335653593536,0.0,0.0,0.001,0.001,0.002
Nonlabens dokdonensis,105.0,6.666666666666667e-05,0.0002506402059138014,0.0,0.0,0.0,0.0,0.001
Nonlabens marinus,105.0,8.571428571428573e-05,0.0002812843385630972,0.0,0.0,0.0,0.0,0.001
Nonlabens sp. Hel1_33_55,105.0,0.00025714285714285715,0.0004391550328268396,0.0,0.0,0.0,0.001,0.001
Nonlabens sp. MB-3u-79,105.0,6.666666666666667e-05,0.0002506402059138014,0.0,0.0,0.0,0.0,0.001
Nonlabens sp. MIC269,105.0,9.523809523809524e-05,0.00029495141463694826,0.0,0.0,0.0,0.0,0.001
Nonlabens spongiae,105.0,0.00035238095238095243,0.0004996335653593535,0.0,0.0,0.0,0.001,0.002
Nonomuraea sp. ATCC 55076,105.0,0.11439999999999999,0.07628610116377182,0.016,0.044,0.092,0.176,0.296
Nostoc carneum,105.0,0.0005809523809523809,0.0004957696499257953,0.0,0.0,0.001,0.001,0.001
Nostoc flagelliforme,105.0,0.0014571428571428565,0.0010833403775482393,0.0,0.001,0.001,0.002,0.0069999999999999
Nostoc linckia,105.0,0.0009523809523809526,0.0006412270745782353,0.0,0.001,0.001,0.001,0.003
Nostoc piscinale,105.0,0.0006095238095238096,0.0005094347941825427,0.0,0.0,0.001,0.001,0.002
Nostoc punctiforme,105.0,0.0033428571428571418,0.002986600110456737,0.0,0.002,0.002,0.004,0.018
Nostoc sp. 'Lobaria pulmonaria (5183) cyanobiont',105.0,0.0012571428571428573,0.0014279394206376508,0.0,0.001,0.001,0.001,0.013
Nostoc sp. 'Peltigera membranacea cyanobiont' N6,105.0,0.0011714285714285715,0.0011219586484319322,0.0,0.001,0.001,0.001,0.009
Nostoc sp. CENA543,105.0,0.0007809523809523811,0.0004595347224880418,0.0,0.001,0.001,0.001,0.002
Nostoc sp. NIES-4103,105.0,0.0008285714285714287,0.0005625686771261943,0.0,0.001,0.001,0.001,0.003
Nostoc sp. PCC 7107,105.0,5.714285714285714e-05,0.0002332286526042726,0.0,0.0,0.0,0.0,0.001
Nostoc sp. PCC 7524,105.0,0.0002476190476190476,0.0004336994790119515,0.0,0.0,0.0,0.0,0.001
Nostoc sphaeroides,105.0,0.0008952380952380955,0.000795707347678896,0.0,0.0,0.001,0.001,0.005
Nostocales cyanobacterium HT-58-2,105.0,0.0004380952380952381,0.0004985326454052924,0.0,0.0,0.0,0.001,0.001
Novibacillus thermophilus,105.0,0.0014761904761904764,0.0008446123154264113,0.0,0.001,0.001,0.002,0.003
Novosphingobium aromaticivorans,105.0,0.02395238095238094,0.011450882525932696,0.008,0.017,0.02,0.027,0.065
Novosphingobium pentaromativorans,105.0,0.017361904761904752,0.008457045093980032,0.006,0.012,0.015,0.019,0.061
Novosphingobium resinovorum,105.0,0.08076190476190474,0.17777213828433053,0.015,0.026,0.037,0.0559999999999999,1.637
