gold_project_id,nmdc_omics_id,nmdc_biosample_id,sample_name_nmdc,sample_code,site,compartment
Gp0587753,nmdc:omprc-11-19jw9267,nmdc:bsm-11-wh35sj59,"Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-258-CL2_67_23 endosphere",BESC-258-CL2_67_23,Clatskanie,endosphere
Gp0587754,nmdc:omprc-11-pnedsz83,nmdc:bsm-11-42c9kj17,"Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-285-CL1_33_12 endosphere",BESC-285-CL1_33_12,Clatskanie,endosphere
Gp0587755,nmdc:omprc-11-j99q5980,nmdc:bsm-11-m4p1ck60,"Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-285-CL2_56_7 endosphere",BESC-285-CL2_56_7,Clatskanie,endosphere
Gp0587756,nmdc:omprc-11-evk24v30,nmdc:bsm-11-1yvac190,"Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-307-CL1_26_33 endosphere",BESC-307-CL1_26_33,Clatskanie,endosphere
Gp0587757,nmdc:omprc-11-rwnmgb40,nmdc:bsm-11-acfvxq24,"Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-307-CL2_57_8 endosphere",BESC-307-CL2_57_8,Clatskanie,endosphere
Gp0587758,nmdc:omprc-11-pqh0b648,nmdc:bsm-11-gwx12029,"Root microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-307-Co1_31_6 endosphere",BESC-307-Co1_31_6,Corvallis,endosphere
Gp0587759,nmdc:omprc-11-qjtgj682,nmdc:bsm-11-jy6ece20,"Root microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-307-Co2_62_14 endosphere",BESC-307-Co2_62_14,Corvallis,endosphere
Gp0587760,nmdc:omprc-11-vwp9xr25,nmdc:bsm-11-t7xb8h63,"Root microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-307-Co3_27_41 endosphere",BESC-307-Co3_27_41,Corvallis,endosphere
Gp0587761,nmdc:omprc-11-1t638161,nmdc:bsm-11-8g7xbe66,"Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-331-CL2_55_18 endosphere",BESC-331-CL2_55_18,Clatskanie,endosphere
Gp0587762,nmdc:omprc-11-wq5ff811,nmdc:bsm-11-9f2ahd94,"Root microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-331-Co1_12_7 endosphere",BESC-331-Co1_12_7,Corvallis,endosphere
Gp0587763,nmdc:omprc-11-57nrxv09,nmdc:bsm-11-j2pfz414,"Root microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-331-Co2_50_17 endosphere",BESC-331-Co2_50_17,Corvallis,endosphere
Gp0587764,nmdc:omprc-11-9th9b513,nmdc:bsm-11-kdja3v28,"Root microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-331-Co3_15_40 endosphere",BESC-331-Co3_15_40,Corvallis,endosphere
Gp0587765,nmdc:omprc-11-xaqw4f55,nmdc:bsm-11-spav5m37,"Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-351-CL1_27_10 endosphere",BESC-351-CL1_27_10,Clatskanie,endosphere
Gp0587766,nmdc:omprc-11-btqz2671,nmdc:bsm-11-bqp0m764,"Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-351-CL2_54_28 endosphere",BESC-351-CL2_54_28,Clatskanie,endosphere
Gp0587767,nmdc:omprc-11-8m231z92,nmdc:bsm-11-aesqd647,"Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-351-CL3_84_27 endosphere",BESC-351-CL3_84_27,Clatskanie,endosphere
Gp0587768,nmdc:omprc-11-5b4ckh13,nmdc:bsm-11-nrkha596,"Root microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-351-Co1_10_3 endosphere",BESC-351-Co1_10_3,Corvallis,endosphere
Gp0587769,nmdc:omprc-11-c3c3tw26,nmdc:bsm-11-tcxb3w32,"Root microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-351-Co2_42_17 endosphere",BESC-351-Co2_42_17,Corvallis,endosphere
Gp0587770,nmdc:omprc-11-g37gxf44,nmdc:bsm-11-p4wss361,"Root microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-351-Co3_11_46 endosphere",BESC-351-Co3_11_46,Corvallis,endosphere
Gp0587771,nmdc:omprc-11-hae51w77,nmdc:bsm-11-m0h9cb45,"Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-360-CL2_44_14 endosphere",BESC-360-CL2_44_14,Clatskanie,endosphere
Gp0587772,nmdc:omprc-11-zdqkf654,nmdc:bsm-11-g3r2dm95,"Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-360-CL3_72_12 endosphere",BESC-360-CL3_72_12,Clatskanie,endosphere
Gp0587773,nmdc:omprc-11-xv3g9w94,nmdc:bsm-11-r3b0ak56,"Root microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-360-Co1_23_6 endosphere",BESC-360-Co1_23_6,Corvallis,endosphere
Gp0587774,nmdc:omprc-11-dyyevh31,nmdc:bsm-11-cz68sy30,"Root microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-360-Co2_62_25 endosphere",BESC-360-Co2_62_25,Corvallis,endosphere
Gp0587775,nmdc:omprc-11-r45r3y54,nmdc:bsm-11-3nffqc45,"Root microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-360-Co3_13_34 endosphere",BESC-360-Co3_13_34,Corvallis,endosphere
Gp0587776,nmdc:omprc-11-vbkra023,nmdc:bsm-11-k9192006,"Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-388-CL1_25_34 endosphere",BESC-388-CL1_25_34,Clatskanie,endosphere
Gp0587777,nmdc:omprc-11-vjv3wp94,nmdc:bsm-11-v0p16d89,"Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-388-CL2_50_4 endosphere",BESC-388-CL2_50_4,Clatskanie,endosphere
Gp0587778,nmdc:omprc-11-d9b2b586,nmdc:bsm-11-ht2v0s47,"Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-388-CL3_88_3 endosphere",BESC-388-CL3_88_3,Clatskanie,endosphere
Gp0587780,nmdc:omprc-11-5k02xz77,nmdc:bsm-11-y5w1j489,"Root microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-388-Co2_54_7 endosphere",BESC-388-Co2_54_7,Corvallis,endosphere
Gp0587781,nmdc:omprc-11-z75dr189,nmdc:bsm-11-z66zfk92,"Root microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-388-Co3_8_57 endosphere",BESC-388-Co3_8_57,Corvallis,endosphere
Gp0587782,nmdc:omprc-11-jyacte89,nmdc:bsm-11-w1t8bv92,"Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-448-CL1_35_3 endosphere",BESC-448-CL1_35_3,Clatskanie,endosphere
Gp0587784,nmdc:omprc-11-xmx5eq31,nmdc:bsm-11-8aktkq28,"Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-470-CL2_38_23 endosphere",BESC-470-CL2_38_23,Clatskanie,endosphere
Gp0587785,nmdc:omprc-11-g9kabs53,nmdc:bsm-11-tkwn9650,"Root microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-56-Co1_22_4 endosphere",BESC-56-Co1_22_4,Corvallis,endosphere
Gp0587787,nmdc:omprc-11-2rspk393,nmdc:bsm-11-qhq2kh40,"Root microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-56-Co3_6_53 endosphere",BESC-56-Co3_6_53,Corvallis,endosphere
Gp0587788,nmdc:omprc-11-tt9cn580,nmdc:bsm-11-nm187g36,"Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-833-CL2_42_16 endosphere",BESC-833-CL2_42_16,Clatskanie,endosphere
Gp0587789,nmdc:omprc-11-7g08k806,nmdc:bsm-11-c52npq37,"Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-833-CL3_77_6 endosphere",BESC-833-CL3_77_6,Clatskanie,endosphere
Gp0587790,nmdc:omprc-11-rkg3pp40,nmdc:bsm-11-gch9pp73,"Root microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-833-Co1_6_4 endosphere",BESC-833-Co1_6_4,Corvallis,endosphere
Gp0587791,nmdc:omprc-11-yb4nsy30,nmdc:bsm-11-acehgb61,"Root microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-833-Co2_47_23 endosphere",BESC-833-Co2_47_23,Corvallis,endosphere
Gp0587792,nmdc:omprc-11-s4gt3905,nmdc:bsm-11-d8cgz835,"Root microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-833-Co3_31_37 endosphere",BESC-833-Co3_31_37,Corvallis,endosphere
Gp0587794,nmdc:omprc-11-f00abn68,nmdc:bsm-11-sjtd0y05,"Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-845-CL2_37_16 endosphere",BESC-845-CL2_37_16,Clatskanie,endosphere
Gp0587795,nmdc:omprc-11-twnf5981,nmdc:bsm-11-3nhng665,"Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-845-CL3_80_19 endosphere",BESC-845-CL3_80_19,Clatskanie,endosphere
Gp0587797,nmdc:omprc-11-zp05ke25,nmdc:bsm-11-r7k97q10,"Root microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-845-Co2_60_28 endosphere",BESC-845-Co2_60_28,Corvallis,endosphere
Gp0587798,nmdc:omprc-11-d12f8t94,nmdc:bsm-11-pq105b36,"Root microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-845-Co3_28_42 endosphere",BESC-845-Co3_28_42,Corvallis,endosphere
Gp0587799,nmdc:omprc-11-0011q207,nmdc:bsm-11-ta8dt754,"Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-847-CL1_28_5 endosphere",BESC-847-CL1_28_5,Clatskanie,endosphere
Gp0587800,nmdc:omprc-11-netzww81,nmdc:bsm-11-dqnfvd06,"Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-847-CL2_38_7 endosphere",BESC-847-CL2_38_7,Clatskanie,endosphere
Gp0587801,nmdc:omprc-11-tkgkmv62,nmdc:bsm-11-rpj4zm44,"Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-847-CL3_83_27 endosphere",BESC-847-CL3_83_27,Clatskanie,endosphere
Gp0587802,nmdc:omprc-11-rq98ah44,nmdc:bsm-11-ck98jg55,"Root microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-847-Co1_12_9 endosphere",BESC-847-Co1_12_9,Corvallis,endosphere
Gp0587803,nmdc:omprc-11-5kqze773,nmdc:bsm-11-tnbabs47,"Root microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-847-Co2_69_13 endosphere",BESC-847-Co2_69_13,Corvallis,endosphere
Gp0587804,nmdc:omprc-11-e5qxwe17,nmdc:bsm-11-h96d6881,"Root microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-847-Co3_9_34 endosphere",BESC-847-Co3_9_34,Corvallis,endosphere
Gp0587805,nmdc:omprc-11-vhhjyz27,nmdc:bsm-11-xy5ern23,"Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-86-CL2_69_17 endosphere",BESC-86-CL2_69_17,Clatskanie,endosphere
Gp0587806,nmdc:omprc-11-d1wcb707,nmdc:bsm-11-5rgay328,"Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-866-CL2_50_11 endosphere",BESC-866-CL2_50_11,Clatskanie,endosphere
Gp0587807,nmdc:omprc-11-94rt6t02,nmdc:bsm-11-n2a7p974,"Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-866-CL3_75_7 endosphere",BESC-866-CL3_75_7,Clatskanie,endosphere
Gp0587808,nmdc:omprc-11-bfh82h49,nmdc:bsm-11-mb9s8c17,"Root microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-866-Co1_10_5 endosphere",BESC-866-Co1_10_5,Corvallis,endosphere
Gp0587809,nmdc:omprc-11-3ab4dn26,nmdc:bsm-11-5w4ba396,"Root microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-866-Co2_58_19 endosphere",BESC-866-Co2_58_19,Corvallis,endosphere
Gp0587811,nmdc:omprc-11-1yey7m63,nmdc:bsm-11-k0vz1j87,"Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-904-CL2_57_20 endosphere",BESC-904-CL2_57_20,Clatskanie,endosphere
Gp0587814,nmdc:omprc-11-6tawzm06,nmdc:bsm-11-q3qsx507,"Root microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co2_51_17 endosphere",BESC-904-Co2_51_17,Corvallis,endosphere
Gp0587815,nmdc:omprc-11-5ahgwz52,nmdc:bsm-11-zvh2hc82,"Root microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 endosphere",BESC-904-Co3_16_51,Corvallis,endosphere
Gp0587816,nmdc:omprc-11-keg6fz65,nmdc:bsm-11-rzz0z710,"Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-905-CL1_32_20 endosphere",BESC-905-CL1_32_20,Clatskanie,endosphere
Gp0587817,nmdc:omprc-11-g6cdte67,nmdc:bsm-11-bgar5122,"Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA - GW-11047-CL1_23_5 endosphere",GW-11047-CL1_23_5,Clatskanie,endosphere
Gp0587818,nmdc:omprc-11-r91zy186,nmdc:bsm-11-5g2kjf44,"Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA - GW-11047-CL2_41_30 endosphere",GW-11047-CL2_41_30,Clatskanie,endosphere
Gp0587819,nmdc:omprc-11-rgtkkc09,nmdc:bsm-11-h2k7nv93,"Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA - GW-4579-CL1_25_23 endosphere",GW-4579-CL1_25_23,Clatskanie,endosphere
Gp0587820,nmdc:omprc-11-tjvhx021,nmdc:bsm-11-rk62cv25,"Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA - GW-4579-CL2_50_20 endosphere",GW-4579-CL2_50_20,Clatskanie,endosphere
Gp0587821,nmdc:omprc-11-mwk8at55,nmdc:bsm-11-pgmhxj86,"Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA - GW-4579-CL3_72_14 endosphere",GW-4579-CL3_72_14,Clatskanie,endosphere
Gp0587822,nmdc:omprc-11-az6mad50,nmdc:bsm-11-h3e54f51,"Root microbial communities from poplar common garden site in Corvallis, Oregon, USA - GW-4579-Co1_14_4 endosphere",GW-4579-Co1_14_4,Corvallis,endosphere
Gp0587823,nmdc:omprc-11-hv5syz42,nmdc:bsm-11-y80cxc26,"Root microbial communities from poplar common garden site in Corvallis, Oregon, USA - GW-4579-Co2_44_8 endosphere",GW-4579-Co2_44_8,Corvallis,endosphere
Gp0587824,nmdc:omprc-11-gz6rpq02,nmdc:bsm-11-qam3hk28,"Root microbial communities from poplar common garden site in Corvallis, Oregon, USA - GW-4579-Co3_14_51 endosphere",GW-4579-Co3_14_51,Corvallis,endosphere
Gp0587825,nmdc:omprc-11-x5tgh854,nmdc:bsm-11-6k8cmy53,"Root microbial communities from poplar common garden site in Corvallis, Oregon, USA - GW-7986-Co1_37_5 endosphere",GW-7986-Co1_37_5,Corvallis,endosphere
Gp0587826,nmdc:omprc-11-c45y1j14,nmdc:bsm-11-fy3j8w19,"Root microbial communities from poplar common garden site in Corvallis, Oregon, USA - GW-7986-Co2_68_28 endosphere",GW-7986-Co2_68_28,Corvallis,endosphere
Gp0587827,nmdc:omprc-11-d6vnwm32,nmdc:bsm-11-e0rz6p82,"Root microbial communities from poplar common garden site in Corvallis, Oregon, USA - GW-7986-Co3_31_39 endosphere",GW-7986-Co3_31_39,Corvallis,endosphere
Gp0587828,nmdc:omprc-11-20qfeg52,nmdc:bsm-11-jxazjs92,"Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA - GW-9591-CL1_34_16 endosphere",GW-9591-CL1_34_16,Clatskanie,endosphere
Gp0587829,nmdc:omprc-11-nqqqpx74,nmdc:bsm-11-3xthwx28,"Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA - GW-9591-CL2_56_12 endosphere",GW-9591-CL2_56_12,Clatskanie,endosphere
Gp0587830,nmdc:omprc-11-31psrh22,nmdc:bsm-11-j1bay453,"Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA - GW-9591-CL3_98_5 endosphere",GW-9591-CL3_98_5,Clatskanie,endosphere
Gp0587831,nmdc:omprc-11-h2mc8q15,nmdc:bsm-11-cv5vxb38,"Root microbial communities from poplar common garden site in Corvallis, Oregon, USA - GW-9591-Co1_16_8 endosphere",GW-9591-Co1_16_8,Corvallis,endosphere
Gp0587832,nmdc:omprc-11-qrcr7b30,nmdc:bsm-11-5ak8ja54,"Root microbial communities from poplar common garden site in Corvallis, Oregon, USA - GW-9591-Co2_62_24 endosphere",GW-9591-Co2_62_24,Corvallis,endosphere
Gp0587833,nmdc:omprc-11-59198704,nmdc:bsm-11-3636w778,"Root microbial communities from poplar common garden site in Corvallis, Oregon, USA - GW-9591-Co3_35_48 endosphere",GW-9591-Co3_35_48,Corvallis,endosphere
Gp0587834,nmdc:omprc-11-yrxzge50,nmdc:bsm-11-x0sc5x81,"Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA - SKWA-24-3-CL2_69_25 endosphere",SKWA-24-3-CL2_69_25,Clatskanie,endosphere
Gp0587835,nmdc:omprc-11-mgdqz041,nmdc:bsm-11-899bm454,"Root microbial communities from poplar common garden site in Corvallis, Oregon, USA - SKWA-24-3-Co1_3_5 endosphere",SKWA-24-3-Co1_3_5,Corvallis,endosphere
Gp0587836,nmdc:omprc-11-n4zqbj94,nmdc:bsm-11-n6vwc542,"Root microbial communities from poplar common garden site in Corvallis, Oregon, USA - SKWA-24-3-Co2_41_10 endosphere",SKWA-24-3-Co2_41_10,Corvallis,endosphere
Gp0587837,nmdc:omprc-11-xzrdbq10,nmdc:bsm-11-q3sa0t28,"Root microbial communities from poplar common garden site in Corvallis, Oregon, USA - SKWA-24-3-Co3_23_35 endosphere",SKWA-24-3-Co3_23_35,Corvallis,endosphere
Gp0587838,nmdc:omprc-11-4rmjzf71,nmdc:bsm-11-krcjqt76,"Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA - SKWD-24-1-CL2_58_25 endosphere",SKWD-24-1-CL2_58_25,Clatskanie,endosphere
Gp0587839,nmdc:omprc-11-rqrqvb11,nmdc:bsm-11-43rwvm93,"Root microbial communities from poplar common garden site in Corvallis, Oregon, USA - SKWD-24-1-Co1_7_5 endosphere",SKWD-24-1-Co1_7_5,Corvallis,endosphere
Gp0587840,nmdc:omprc-11-821e5g84,nmdc:bsm-11-pvr0ez88,"Root microbial communities from poplar common garden site in Corvallis, Oregon, USA - SKWD-24-1-Co2_54_22 endosphere",SKWD-24-1-Co2_54_22,Corvallis,endosphere
Gp0587841,nmdc:omprc-11-dqcg4y60,nmdc:bsm-11-qzncy838,"Root microbial communities from poplar common garden site in Corvallis, Oregon, USA - SKWD-24-1-Co3_24_32 endosphere",SKWD-24-1-Co3_24_32,Corvallis,endosphere
Gp0587842,nmdc:omprc-11-ds4enc84,nmdc:bsm-11-bcns6e03,"Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA - GW-4579-CL1_25_23_RD_R2 endosphere",GW-4579-CL1_25_23_RD_R2,Clatskanie,endosphere
