feature,variance
Burkholderia sp. KK1,0.004708482051282049
Agrobacterium fabrum,0.0047369985347985345
Phenylobacterium zucineum,0.004762315018315018
Streptacidiphilus sp. DSM 106435,0.004815865018315018
Sphingobium hydrophobicum,0.004854359523809522
Dyella japonica,0.004887239010989011
Pseudomonas entomophila,0.004918985714285715
Kribbella flavida,0.004936101098901098
Acinetobacter pittii,0.005016219230769236
Janthinobacterium svalbardensis,0.005052188095238096
Janthinobacterium sp. LM6,0.005099825457875458
Streptomyces venezuelae,0.005406669780219779
Nocardioides sp. JS614,0.005583540842490843
Streptomyces antibioticus,0.005660017765567767
Cystobacter fuscus,0.0056684611721611695
Raoultella ornithinolytica,0.005686778754578755
Streptomyces formicae,0.005702162087912087
Nonomuraea sp. ATCC 55076,0.00581956923076923
Pseudomonas trivialis,0.005900002197802201
Kitasatospora setae,0.005965832967032968
Pseudomonas brassicacearum,0.006061397985347981
Sphingobium sp. RAC03,0.006250569230769227
Streptomyces nodosus,0.00627008424908425
Stenotrophomonas maltophilia,0.006380713369963371
Nakamurella multipartita,0.006395983150183151
Streptomyces sp. P3,0.006697688095238092
Streptomyces sp. ZFG47,0.006716440842490843
Betaproteobacteria bacterium GR16-43,0.006906518864468863
Acinetobacter baumannii,0.007012307692307701
Clavibacter michiganensis,0.0070875637362637365
Kitasatospora sp. MMS16-BH015,0.0071357358974359
Bradyrhizobium sp. CCGE-LA001,0.00726484029304029
Arthrobacter sp. FB24,0.007273763736263735
Chryseolinea sp. KIS68-18,0.007526362087912088
Mycobacterium intracellulare,0.0075479419413919425
Mesorhizobium ciceri,0.007835192857142858
Collimonas arenae,0.007847681318681316
Actinomadura amylolytica,0.007933174908424908
Gemmatirosa kalamazoonesis,0.008250117765567765
Rhodococcus erythropolis,0.008344701098901099
Bradyrhizobium sp. ORS 3257,0.008392688095238092
Variovorax boronicumulans,0.00862023315018315
Enterobacter cloacae,0.008655536996337006
Amycolatopsis mediterranei,0.008901825457875458
Mesorhizobium amorphae,0.009040017765567766
Streptomyces hygroscopicus,0.009107845787545785
Janthinobacterium sp. 1_2014MBL_MicDiv,0.009133295787545782
Microvirga ossetica,0.009146519780219782
Streptomyces griseochromogenes,0.009271598534798536
Caulobacter segnis,0.009383134249084253
Caulobacter vibrioides,0.010012323626373627
Bradyrhizobium ottawaense,0.010041729304029303
Pseudomonas orientalis,0.010155059523809526
Variovorax sp. HW608,0.010336056227106231
Pseudomonas synxantha,0.010466982600732607
Dinoroseobacter shibae,0.010494979304029298
Streptomyces davaonensis,0.010523474908424906
Bosea vaviloviae,0.010599315018315018
Lysobacter gummosus,0.010686596703296703
Collimonas pratensis,0.010889216666666661
Streptomyces sp. TLI_053,0.01158632930402931
Luteitalea pratensis,0.011594282600732597
Novosphingobium sp. P6W,0.011620052197802194
Streptomyces griseorubiginosus,0.012422884249084248
Pseudomonas viridiflava,0.012442524175824183
Ramlibacter tataouinensis,0.012461509523809523
Enterobacter cloacae complex sp. FDA-CDC-AR_0132,0.012572515018315003
Myxococcus xanthus,0.01260549413919413
Streptomyces niveus,0.012832429120879119
Paraburkholderia graminis,0.013102872710622713
Serratia plymuthica,0.013194194505494515
Streptomyces sp. 3214.6,0.01349483296703297
Buttiauxella sp. 3AFRM03,0.014394846703296715
Sorangium cellulosum,0.014959553479853487
Pseudolabrys taiwanensis,0.015297400549450542
Paraburkholderia caribensis,0.015522871428571429
Streptomyces lincolnensis,0.016331378754578747
Lelliottia sp. WB101,0.01687127051282048
Caulobacter flavus,0.016980500000000006
Bradyrhizobium sp. S23321,0.017277217582417584
Bradyrhizobium sp.,0.01804745567765568
Burkholderia sp. HB1,0.01882283699633699
Cupriavidus necator,0.018937976556776558
Saccharopolyspora erythraea,0.019774611172161168
Paraburkholderia terrae,0.020371674908424897
Streptomyces sp. CdTB01,0.02070059670329671
Serratia proteamaculans,0.021486867765567783
Bradyrhizobium sp. SK17,0.021827028754578755
Burkholderia sp. CCGE1002,0.02193600512820513
Bacillus cereus,0.022036785164835163
Pseudomonas sp. B10,0.022307579120879138
Afipia sp. GAS231,0.023581213919413927
Pseudopropionibacterium propionicum,0.02385798296703297
chem__N (%),0.025184250000000005
soil_total_N,0.025184250000000005
Paraburkholderia sprentiae,0.025934713369963374
Variovorax sp. PMC12,0.026192495787545792
Sphingobium japonicum,0.026470111172161186
Agrobacterium tumefaciens,0.027095128754578743
Pseudomonas sp. LG1E9,0.02769772435897436
Pseudomonas azotoformans,0.027773373626373648
Bacillus megaterium,0.02938096117216116
Arthrobacter sp. U41,0.03019888040293039
Novosphingobium resinovorum,0.031602933150183136
Paucimonas lemoignei,0.03190534029304029
Mesorhizobium loti,0.0327519445054945
Massilia sp. YMA4,0.033026216483516474
Massilia armeniaca,0.03303356282051281
Pseudomonas prosekii,0.03372815604395605
Rhodoplanes sp. Z2-YC6860,0.03391619285714285
Kytococcus sedentarius,0.03417686501831501
Rhodococcus opacus,0.03442124853479855
Conexibacter woesei,0.035879130402930386
Burkholderia sp. OLGA172,0.038255463736263734
Rahnella aquatilis,0.03884094230769238
Pseudomonas sp. DR 5-09,0.03892681373626371
Streptomyces virus R4,0.03982994194139196
Pseudomonas sp. 31-12,0.03985747747252747
Streptomyces scabiei,0.04404335952380953
Streptomyces atratus,0.04871245567765569
Pseudomonas vancouverensis,0.05084259029304029
Pseudomonas granadensis,0.05132630183150187
Pseudomonas syringae,0.05321098205128205
Pseudomonas sp. Z003-0.4C(8344-21),0.054389290659340665
Paraburkholderia fungorum,0.05457055732600732
Gordonia bronchialis,0.05604354340659341
Paraburkholderia caffeinilytica,0.060005974908424894
Burkholderia insecticola,0.06199257545787545
Pseudomonas kribbensis,0.06281372930402931
Candidatus Solibacter usitatus,0.06546809468864466
Pseudomonas yamanorum,0.06709215897435902
Archangium gephyra,0.07061106007326011
Pseudomonas mandelii,0.07127861208791209
Paraburkholderia terricola,0.07285827435897438
Lelliottia jeotgali,0.07660359029304016
Catenulispora acidiphila,0.07854470567765565
Acinetobacter calcoaceticus,0.07972657747252751
Pseudomonas sp. S09G 359,0.08076209670329676
Sphingobium yanoikuyae,0.081149891941392
Pseudomonas silesiensis,0.08206128901098901
Pseudomonas sp. NC02,0.08552757655677658
Variovorax paradoxus,0.08698922161172161
Bradyrhizobium lablabi,0.09148081721611721
Janthinobacterium agaricidamnosum,0.0959135946886447
Massilia violaceinigra,0.10303780732600729
Delftia acidovorans,0.10327165604395606
Pseudomonas sp. LAB-08,0.10390018131868131
Streptomyces avermitilis,0.12411648040293038
Stenotrophomonas rhizophila,0.13060486117216114
Sphingobium sp. YG1,0.13293309194139194
Massilia sp. NR 4-1,0.13303450824175828
Bradyrhizobium diazoefficiens,0.1405366543956044
Pantoea agglomerans,0.1460762945054945
Pseudomonas reinekei,0.17689966721611716
Homo sapiens,0.18076107051282056
Caulobacter sp. K31,0.1967742765567766
Streptomyces dengpaensis,0.2507451688644688
nitrif__Technical Replicate,0.25161616161616174
Massilia oculi,0.26323342912087905
Paraburkholderia xenovorans,0.270774441941392
Tessaracoccus sp. T2.5-30,0.3382107175824174
Bradyrhizobium icense,0.3400116076923077
Pseudomonas chlororaphis,0.39420807545787545
Pseudomonas moraviensis,0.40204277051282067
Paraburkholderia aromaticivorans,0.4053442265567766
Bradyrhizobium japonicum,0.4385478727106228
Pseudomonas protegens,0.4403532842490842
Pseudomonas sp. URMO17WK12:I11,0.509501002197802
Pseudomonas lini,0.5457301369963372
Collimonas fungivorans,0.57110096007326
chem__pH,0.5899157474747472
soil_pH,0.5899157474747472
Pseudomonas putida,0.7647333434065937
Rhodopseudomonas palustris,0.7652423159340661
Paraburkholderia phytofirmans,0.8235335857142853
Rhizobium leguminosarum,0.8446867908424909
Pseudomonas sp. UW4,0.8523983595238099
Streptomyces bingchenggensis,0.9659442906593406
Pseudomonas sp. GR 6-02,0.9747097056776556
Pseudomonas arsenicoxydans,1.2500407765567767
Bradyrhizobium erythrophlei,1.2608150060439558
Luteibacter rhizovicinus,2.60818856007326
Pseudomonas koreensis,2.679530346703296
Burkholderia ambifaria,2.7208616395604395
Massilia putida,2.7323196304029307
Pseudomonas umsongensis,2.842416043406593
Paraburkholderia caledonica,3.9261499582417603
Pseudomonas cichorii,4.036368766483518
Erwinia billingiae,4.081064191941389
Paraburkholderia hospita,4.460277348351648
Pseudomonas frederiksbergensis,4.858439629120881
Pseudomonas fluorescens,6.256488508791209
soil_total_C,6.4643079469697
chem__C (%),6.4643079469697
chem__Zn (Mehlich 1 mg/kg dry weight),7.98429251420606
Massilia sp. WG5,10.779525624175825
nitrif__Rate (mg NO3-N/kilogram dry weight soil/day),10.86921723264473
chem__NH4-N (mg/kg dry weight),34.42019327515152
soil_NH4,34.42019327515152
psize__Soil Sand Content %,76.53363930870341
soil_NO3,86.38567597891998
chem__NO3-N (mg/kg dry weight),86.38567597891998
chem__Mn (Mehlich 1 mg/kg dry weight),159.64607617682427
moist__Replicate 3 Mass Water / Mass Dry Soil %,173.19075597263964
moist__Replicate 2 Mass Water / Mass Dry Soil %,174.52380937528434
moist__Replicate 1 Mass Water / Mass Dry Soil %,181.95573838869163
psize__Soil Silt Content %,262.6663390652849
psize__Soil Clay Content %,497.188288574375
chem__P (Mehlich 1 mg/kg dry weight),1614.3421294401574
chem__Mg (Mehlich 1 mg/kg dry weight),6257.534650222627
chem__K (Mehlich 1 mg/kg dry weight),8778.670957299697
denit__Rate (microgN/kilogram dry weight soil/day),20827.001522406794
chem__Ca (Mehlich 1 mg/kg dry weight),123927.70187485855
chem__LBC (mg/kg CaCO3/pH dry weight),172329.79505050502
chem__LBCeq (mg/kg CaCO3/pH dry weight),1449293.5763747478
