host_id,nmdc_biosample_id,metagenome_accession,metabolomics_id,soil_pH,soil_NH4,soil_NO3,soil_total_C,soil_total_N,keep_for_analysis,notes,gold_project_id,metabolomics_present,metabolomics_run_count,cohort_status,Field Sample ID,chem__LBC (mg/kg CaCO3/pH dry weight),chem__LBCeq (mg/kg CaCO3/pH dry weight),chem__pH,chem__Ca (Mehlich 1 mg/kg dry weight),chem__K (Mehlich 1 mg/kg dry weight),chem__Mg (Mehlich 1 mg/kg dry weight),chem__Mn (Mehlich 1 mg/kg dry weight),chem__P (Mehlich 1 mg/kg dry weight),chem__Zn (Mehlich 1 mg/kg dry weight),chem__NH4-N (mg/kg dry weight),chem__NO2-N (mg/kg dry weight),chem__NO3-N (mg/kg dry weight),chem__C (%),chem__N (%),denit__Technical Replicate,denit__Rate (microgN/kilogram dry weight soil/day),moist__Replicate 1 Mass Water / Mass Dry Soil %,moist__Replicate 2 Mass Water / Mass Dry Soil %,moist__Replicate 3 Mass Water / Mass Dry Soil %,nitrif__Technical Replicate,nitrif__Rate (mg NO3-N/kilogram dry weight soil/day),psize__Soil Sand Content %,psize__Soil Clay Content %,psize__Soil Silt Content %,soil_match
BESC-388-Co2_54_7,nmdc:bsm-11-05dve909,SRX21791469,nmdc:dgms-12-vm6fe330;nmdc:dgms-12-yvenm270;nmdc:dgms-12-fr4kcc71;nmdc:dgms-12-q4eayd67,6.48,0.0,0.463,1.743,0.327,yes,from_supp_table1,Gp0566802,yes,4,ready,BESC-388-Co2_54_7,528.0,1531.2,6.48,2044.05,184.092,398.928,18.3765,122.088,4.2708,0.0,<0.21,0.463,1.743,0.327,1.0,19.8191739,3.512396694,3.080082136,3.305785124,2.0,0.626051569,8.758040574,62.79069767,28.45126175,yes
BESC-866-Co1_10_5,nmdc:bsm-11-8wd4pp40,SRX21791470,nmdc:dgms-12-amham474;nmdc:dgms-12-q2hgkf52;nmdc:dgms-12-nzhew187;nmdc:dgms-12-mv7sx551,4.98,14.3565,15.816,7.678,0.577,yes,from_supp_table1,Gp0566830,yes,4,ready,BESC-866-Co1_10_5,1286.0,3729.4,4.98,2213.11,169.452,456.562,38.0788,28.5028,9.0923,14.3565,<0.20,15.816,7.678,0.577,1.0,3.513527939,5.263157895,4.592901879,5.25210084,1.0,0.607784553,37.54029259,11.62906025,50.83064716,yes
GW-4579-Co1_14_4,nmdc:bsm-11-kgjz0433,SRX21791471,nmdc:dgms-12-3gexqv96;nmdc:dgms-12-nqpre713;nmdc:dgms-12-pzz61763;nmdc:dgms-12-01kx7877,6.42,3.7375,1.8265,2.311,0.35,yes,from_supp_table1,Gp0566844,yes,4,ready,GW-4579-Co1_14_4,726.0,2105.4,6.42,2547.83,166.389,481.129,25.2036,100.333,2.948,3.7375,<0.20,1.8265,2.311,0.35,1.0,41.87404784,12.64108352,11.60714286,11.35857461,1.0,1.378367246,15.61097257,52.41895262,31.97007481,yes
BESC-388-CL3_88_3,nmdc:bsm-11-4ep6tc76,SRX21791472,nmdc:dgms-12-aqkdnq71;nmdc:dgms-12-327a8c71;nmdc:dgms-12-y57jj675;nmdc:dgms-12-9wssqp09,5.07,10.677,18.1475,4.554,0.342,yes,from_supp_table1,Gp0566800,yes,4,ready,BESC-388-CL3_88_3,1415.0,4103.5,5.07,1963.54,181.069,399.987,28.8914,13.0907,5.5845,10.677,<0.20,18.1475,4.554,0.342,1.0,41.60799106,14.48275862,19.28571429,19.85645933,1.0,4.454694801,29.27191679,3.863298663,66.86478455,yes
BESC-133-CL2_62_7,nmdc:bsm-11-1fa0hs25,SRX21791482,nmdc:dgms-12-z2bq3j72;nmdc:dgms-12-zwy83398;nmdc:dgms-12-263ydk13;nmdc:dgms-12-dmkfrh34,5.21,17.49,28.0405,10.626,0.752,yes,from_supp_table1,Gp0566763,yes,4,ready,BESC-133-CL2_62_7,1347.0,3906.3,5.21,2459.23,223.981,476.143,37.9868,29.3876,13.3917,17.49,<0.20,28.0405,10.626,0.752,1.0,335.011698,34.31635389,23.51485149,38.61111111,1.0,15.06487556,34.84475111,13.40561853,51.74963036,yes
BESC-845-CL1_31_22,nmdc:bsm-11-vv577p15,SRX21791483,nmdc:dgms-12-t5typf80;nmdc:dgms-12-fxdwz810;nmdc:dgms-12-hf7n9d77;nmdc:dgms-12-gt3h1m82,5.39,8.4845,15,4.252,0.34,yes,from_supp_table1,Gp0566815,yes,4,ready,BESC-845-CL1_31_22,1066.0,3091.4,5.39,2552.6,257.938,434.396,51.9587,36.505,7.2942,8.4845,<0.20,15,4.252,0.34,1.0,137.3983097,24.62686567,23.15270936,23.45679012,2.0,4.553833753,24.44610406,10.82897685,64.72491909,yes
BESC-133-Co3_19_46,nmdc:bsm-11-g9w69290,SRX21791484,nmdc:dgms-12-54w9dz30;nmdc:dgms-12-t6t3vf76;nmdc:dgms-12-t2k2b931;nmdc:dgms-12-g7ma0b77,6.64,3.1565,2.1515,1.696,0.11,yes,from_supp_table1,Gp0566767,yes,4,ready,BESC-133-Co3_19_46,547.0,1586.3,6.64,2240.05,160.591,435.555,22.0105,75.121,2.2636,3.1565,<0.20,2.1515,1.696,0.11,1.0,100.011026,10.86474501,12.38738739,11.33333333,2.0,1.550507064,12.46319921,42.93424926,44.60255152,yes
BESC-133-CL1_28_16,nmdc:bsm-11-ehqk1b45,SRX21791485,nmdc:dgms-12-ga2zvn11;nmdc:dgms-12-75cst942;nmdc:dgms-12-c3n77r51;nmdc:dgms-12-nt5ktz82,5.07,10.599,27.6905,5.444,0.419,yes,from_supp_table1,Gp0566762,yes,4,ready,BESC-133-CL1_28_16,1252.0,3630.8,5.07,2219.35,441.338,379.527,34.6609,30.5648,5.5536,10.599,<0.20,27.6905,5.444,0.419,,,35.86956522,33.78016086,33.95721925,2.0,6.183014905,25.20507084,11.40939597,63.38553318,yes
BESC-234-CL1_24_28,nmdc:bsm-11-b3d5yg81,SRX21791486,nmdc:dgms-12-2bgqsj28;nmdc:dgms-12-g1zgv934;nmdc:dgms-12-wj14yx67;nmdc:dgms-12-tfgptm63,5.82,8.712,29.8005,4.394,0.324,yes,from_supp_table1,Gp0566770,yes,4,ready,BESC-234-CL1_24_28,1044.0,3027.6,5.82,3105.88,227.611,488.095,69.8454,26.0077,13.4053,8.712,<0.20,29.8005,4.394,0.324,1.0,146.862814,33.95721925,29.53367876,35.77235772,1.0,5.618056079,24.00398406,12.5,63.49601594,yes
BESC-234-CL2_65_22,nmdc:bsm-11-aztxt406,SRX21791487,nmdc:dgms-12-m115dq67;nmdc:dgms-12-tq10r597;nmdc:dgms-12-tgvq0t45;nmdc:dgms-12-x3x38m82,5.41,14.5245,20.401,8.492,0.598,yes,from_supp_table1,Gp0566771,yes,4,ready,BESC-234-CL2_65_22,1090.0,3161.0,5.41,2774.35,168.2,578.148,48.0908,29.2294,13.1545,14.5245,<0.19,20.401,8.492,0.598,,,32.53968254,28.27763496,29.45736434,1.0,8.727053723,28.81188119,17.97029703,53.21782178,yes
BESC-198-CL3_81_33,nmdc:bsm-11-825geg82,SRX21791488,,5.48,9.483,14.482,4.698,0.363,yes,from_supp_table1,Gp0566769,,0,check,BESC-198-CL3_81_33,1090.0,3161.0,5.48,2831.11,420.875,472.697,60.8382,46.236,9.8456,9.483,<0.20,14.482,4.698,0.363,1.0,53.56023419,25.75757576,27.73536896,23.82133995,2.0,4.679987061,27.62211753,11.62906025,60.74882222,yes
BESC-133-CL3_93_10,nmdc:bsm-11-zpf4n944,SRX21791489,nmdc:dgms-12-vaj81824;nmdc:dgms-12-cmcfdc42;nmdc:dgms-12-rya9fa30;nmdc:dgms-12-h7fjyr60,6.13,7.2585,24.361,3.729,0.275,yes,from_supp_table1,Gp0566764,yes,4,ready,BESC-133-CL3_93_10,907.0,2630.3,6.13,2846.2,293.535,584.535,47.9096,51.0021,12.4877,7.2585,0.565,24.361,3.729,0.275,1.0,23.69814883,13.15192744,14.18764302,15.17241379,1.0,5.329051052,27.80134764,3.568754679,68.62989768,yes
BESC-133-Co2_50_25,nmdc:bsm-11-ad739z23,SRX21791490,nmdc:dgms-12-dz3akx32;nmdc:dgms-12-skpng327;nmdc:dgms-12-qgzby064;nmdc:dgms-12-ng5b7c44,7.18,2.998,0.318,1.058,0.081,yes,from_supp_table1,Gp0566766,yes,4,ready,BESC-133-Co2_50_25,378.0,1096.2,7.18,1860.34,499.004,337.385,16.0681,127.807,4.2715,2.998,<0.20,0.318,1.058,0.081,1.0,6.73404814,3.726708075,4.384133612,4.166666667,2.0,0.304519346,14.88736533,66.30754163,18.80509305,yes
BESC-845-CL2_37_16,nmdc:bsm-11-adwwk217,SRX21791491,nmdc:dgms-12-6qhtms57;nmdc:dgms-12-bbmgnx37;nmdc:dgms-12-phgzw741;nmdc:dgms-12-aymr2207,5.2,15.8165,12.808,6.143,0.481,yes,from_supp_table1,Gp0566816,yes,4,ready,BESC-845-CL2_37_16,1159.0,3361.1,5.2,2469.26,132.153,419.359,53.867,16.7191,7.7856,15.8165,<0.20,12.808,6.143,0.481,1.0,338.0932987,26.19647355,27.87723785,35.32608696,2.0,5.627728364,28.0128681,13.8332096,58.1539223,yes
BESC-234-Co2_52_27,nmdc:bsm-11-d1h1d248,SRX21791492,nmdc:dgms-12-z6t9pd08;nmdc:dgms-12-kmt6rs39;nmdc:dgms-12-5s4vxp42;nmdc:dgms-12-q3yzvp39,6.78,1.616,0.863,0.848,0.063,yes,from_supp_table1,Gp0566773,yes,4,ready,BESC-234-Co2_52_27,352.0,1020.8,6.78,1673.1,146.784,331.686,10.6006,100.59,2.0413,1.616,<0.20,0.863,0.848,0.063,1.0,11.45178667,5.031446541,5.263157895,5.485232068,1.0,0.291314039,8.745059289,77.66798419,13.58695652,yes
BESC-198-CL2_38_5,nmdc:bsm-11-kgkcxn39,SRX21791493,nmdc:dgms-12-3nzhfn65;nmdc:dgms-12-53cx2k43;nmdc:dgms-12-bknd2404;nmdc:dgms-12-pkbjg686,5.21,16.1475,20.049,8.886,0.633,yes,from_supp_table1,Gp0566768,yes,4,ready,BESC-198-CL2_38_5,1527.0,4428.3,5.21,2413.7,231.502,421.954,29.5671,15.9709,7.652,16.1475,<0.20,20.049,8.886,0.633,1.0,595.651303,34.31635389,37.19008264,37.46556474,1.0,8.320768679,,,,yes
BESC-13-Co3_21_57,nmdc:bsm-11-f0st6436,SRX21791494,nmdc:dgms-12-d1pyrx12;nmdc:dgms-12-gysngy50;nmdc:dgms-12-zmd59407;nmdc:dgms-12-6xwwad51,6.64,3.519,0.2795,2.878,0.194,yes,from_supp_table1,Gp0566761,yes,4,ready,BESC-13-Co3_21_57,744.0,2157.6,6.64,2272.29,140.475,509.772,24.528,26.0245,2.8673,3.519,<0.20,0.2795,2.878,0.194,1.0,35.7781967,12.13483146,11.35857461,12.08053691,2.0,2.062614259,18.6561654,32.1191238,49.2247108,yes
BESC-845-CL3_80_19,nmdc:bsm-11-szd4fj93,SRX21791495,nmdc:dgms-12-hm7fqm79;nmdc:dgms-12-fknj9013;nmdc:dgms-12-bkj4eq91;nmdc:dgms-12-aycy4x76,5.47,8.6505,11.5955,3.941,0.329,yes,from_supp_table1,Gp0566817,yes,4,ready,BESC-845-CL3_80_19,1144.0,3317.6,5.47,2644.35,205.043,568.66,67.1221,47.1765,8.4669,8.6505,<0.20,11.5955,3.941,0.329,1.0,24.87739316,17.96690307,15.17241379,15.81395349,2.0,3.7201831,28.187251,7.071713147,64.74103586,yes
BESC-133-Co1_27_3,nmdc:bsm-11-h49t7j41,SRX21791943,nmdc:dgms-12-jwctr139;nmdc:dgms-12-j1hxbg57;nmdc:dgms-12-7v2aa771;nmdc:dgms-12-r7s5md55,7.07,4.1305,0.516,2.293,0.323,yes,from_supp_table1,Gp0566765,yes,4,ready,BESC-133-Co1_27_3,709.0,2056.1,7.07,2689.35,171.439,575.398,56.1875,108.571,6.3205,4.1305,<0.20,0.516,2.293,0.323,1.0,7.844722495,36.14130435,35.96730245,34.95934959,1.0,0.521684292,16.00195743,44.84952288,39.1485197,yes
BESC-13-CL3_85_26,nmdc:bsm-11-k3zdem68,SRX21792391,nmdc:dgms-12-db32f607;nmdc:dgms-12-e848h333;nmdc:dgms-12-4a4drz20;nmdc:dgms-12-7vdvjr02,5.34,7.472,15.6745,3.496,0.311,yes,from_supp_table1,Gp0566758,yes,4,ready,BESC-13-CL3_85_26,1147.0,3326.3,5.34,2413.19,220.011,410.271,42.7143,22.1269,5.7071,7.472,<0.20,15.6745,3.496,0.311,1.0,60.70719394,29.79274611,23.76237624,24.93765586,1.0,2.720013484,28.57142857,12.51840943,58.910162,yes
BESC-13-Co1_30_3,nmdc:bsm-11-97dgrv19,SRX21792398,nmdc:dgms-12-462ta673;nmdc:dgms-12-2nv7y959;nmdc:dgms-12-3r8jyc07;nmdc:dgms-12-jfnpve13,6.57,5.0705,3.004,1.552,0.328,yes,from_supp_table1,Gp0566759,yes,4,ready,BESC-13-Co1_30_3,619.0,1795.1,6.57,2229.22,383.201,440.445,20.3272,98.0889,2.1278,5.0705,<0.20,3.004,1.552,0.328,1.0,17.10206975,10.61946903,12.10762332,11.85682327,1.0,1.092153933,16.42536196,41.93709436,41.63754368,yes
BESC-258-CL2_67_23,nmdc:bsm-11-8ah8pz02,SRX21792408,nmdc:dgms-12-k9m0m471;nmdc:dgms-12-ed302m52;nmdc:dgms-12-38rq2163;nmdc:dgms-12-0e1thh19,5.3,16.277,12.6325,6.579,0.501,yes,from_supp_table1,Gp0566776,yes,4,ready,BESC-258-CL2_67_23,1366.0,3961.4,5.3,2551.59,168.066,545.537,35.7655,21.3277,7.9568,16.277,<0.20,12.6325,6.579,0.501,,,30.98958333,30.38961039,29.45736434,1.0,4.898899526,33.71230845,13.14878893,53.13890262,yes
BESC-307-CL1_26_33,nmdc:bsm-11-5snc2s56,SRX21792409,nmdc:dgms-12-zwwepk56;nmdc:dgms-12-2ex44683;nmdc:dgms-12-bs4et404;nmdc:dgms-12-2va5ap74,5.94,31.937,12.513,3.442,0.303,yes,from_supp_table1,Gp0566779,yes,4,ready,BESC-307-CL1_26_33,938.0,2720.2,5.94,2495.69,315.498,416.181,47.2246,51.1113,7.9155,31.937,6.595,12.513,3.442,0.303,,,16.78321678,16.04651163,20.48192771,1.0,3.798491481,26.29107981,6.992834198,66.71608599,yes
BESC-234-Co3_21_62,nmdc:bsm-11-da01b330,SRX21792413,nmdc:dgms-12-9rmh9092;nmdc:dgms-12-mncy9r27;nmdc:dgms-12-zw613e97;nmdc:dgms-12-1axmj596,7.02,4.1675,1.459,3.397,0.2,yes,from_supp_table1,Gp0566774,yes,4,ready,BESC-234-Co3_21_62,770.0,2233.0,7.02,2801.61,182.487,532.26,36.8497,57.839,7.6784,4.1675,0.98,1.459,3.397,0.2,1.0,52.1467457,12.64108352,12.61261261,12.08053691,1.0,2.176778025,18.70967742,35.38461538,45.9057072,yes
BESC-285-CL1_33_12,nmdc:bsm-11-18btad96,SRX21792777,nmdc:dgms-12-sr5g9b89;nmdc:dgms-12-c5w4rs20;nmdc:dgms-12-z3fjtw06;nmdc:dgms-12-pnjhy331,4.88,16.687,8.8145,7.308,0.545,yes,from_supp_table1,Gp0566777,yes,4,ready,BESC-285-CL1_33_12,1791.0,5193.9,4.88,1828.16,136.782,313.425,30.5113,14.61,4.8124,16.687,<0.20,8.8145,7.308,0.545,1.0,31.86766518,36.31436314,40.33613445,37.53424658,2.0,5.328337288,29.07092907,14.73526474,56.19380619,yes
BESC-307-CL2_57_8,nmdc:bsm-11-vc1cgz17,SRX21792779,nmdc:dgms-12-caeh8h83;nmdc:dgms-12-ghqzng58;nmdc:dgms-12-z3cv8b68;nmdc:dgms-12-6e3s6c38,5.14,9.5985,14.7365,7.064,0.492,yes,from_supp_table1,Gp0566780,yes,4,ready,BESC-307-CL2_57_8,1402.0,4065.8,5.14,2080.8,115.882,364.457,24.2913,30.2225,7.6471,9.5985,<0.20,14.7365,7.064,0.492,1.0,347.0009557,29.79274611,31.07049608,28.20512821,2.0,5.897884736,27.67014406,21.41082961,50.91902633,yes
BESC-307-Co3_27_41,nmdc:bsm-11-rtchk112,SRX21792781,nmdc:dgms-12-55qx3e35;nmdc:dgms-12-nk4xkn12;nmdc:dgms-12-cpjbxj06;nmdc:dgms-12-b96eqs43,6.62,3.956,1.6095,2.502,0.17,yes,from_supp_table1,Gp0566783,yes,4,ready,BESC-307-Co3_27_41,675.0,1957.5,6.62,2477.56,257.767,485.365,27.5555,57.0954,2.7486,3.956,<0.20,1.6095,2.502,0.17,1.0,24.47547085,11.63310962,11.35857461,11.35857461,2.0,1.431534059,,,,yes
BESC-285-CL2_56_7,nmdc:bsm-11-2a37n046,SRX21792784,nmdc:dgms-12-ta2qk258;nmdc:dgms-12-bhsqzw48;nmdc:dgms-12-m5v3nr79;nmdc:dgms-12-can4ty24,4.96,13.4125,21.445,8.351,0.581,yes,from_supp_table1,Gp0566778,yes,4,ready,BESC-285-CL2_56_7,1700.0,4930.0,4.96,2120.86,125.15,401.422,32.171,14.7876,7.6781,13.4125,<0.20,21.445,8.351,0.581,1.0,213.6232477,36.61202186,40.4494382,39.44444444,1.0,8.812693016,29.09272682,14.67133217,56.23594101,yes
BESC-307-Co2_62_14,nmdc:bsm-11-arjq1c41,SRX21792787,nmdc:dgms-12-k6dz2q82;nmdc:dgms-12-4rp76x51;nmdc:dgms-12-kdyyzt86;nmdc:dgms-12-3e44k227,6.18,5.292,0.345,1.348,0.254,yes,from_supp_table1,Gp0566782,yes,4,ready,BESC-307-Co2_62_14,465.0,1348.5,6.18,1629.03,183.422,363.029,32.4044,111.006,2.7511,5.292,<0.20,0.345,1.348,0.254,1.0,0.896153486,5.020920502,4.158004158,4.583333333,2.0,0.146260619,16.36001989,72.45151666,11.18846345,yes
